date,fund,company,ticker,shares,market value($),weight(%)
2021-03-19,PRNT,ARKEMA,AKE,5435.0,668545.53,0.12
2021-03-19,PRNT,AUTODESK INC,ADSK,75027.0,19765112.88,3.55
2021-03-19,PRNT,BERTRANDT AG,BDT,90559.0,5426764.64,0.98
2021-03-19,PRNT,CARPENTER TECHNOLOGY,CRS,18218.0,779548.22,0.14
2021-03-19,PRNT,DASSAULT SYSTEMES SE,DSY,118992.0,24942984.58,4.49
2021-03-19,PRNT,DESKTOP METAL INC-A,DM,1030570.0,19951835.2,3.59
2021-03-19,PRNT,DUPONT DE NEMOURS INC,DD,7808.0,611912.96,0.11
2021-03-19,PRNT,EASTMAN CHEMICAL CO,EMN,5978.0,673720.6,0.12
2021-03-19,PRNT,EASTMAN KODAK CO,KODK,73084.0,587595.36,0.11
2021-03-19,PRNT,EVONIK INDUSTRIES AG,EVK,19793.0,695860.55,0.13
2021-03-19,PRNT,EXONE CO/THE,XONE,1543707.0,50309411.13,9.05
2021-03-19,PRNT,FARO TECHNOLOGIES INC,FARO,91661.0,8266905.59,1.49
2021-03-19,PRNT,GENERAL ELECTRIC CO,GE,417583.0,5532974.75,1.0
2021-03-19,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5962.0,641672.52,0.12
2021-03-19,PRNT,HEXAGON AB-B SHS,HEXAB,76061.0,6873250.79,1.24
2021-03-19,PRNT,HEXCEL CORP,HXL,13307.0,806404.2,0.15
2021-03-19,PRNT,HP INC,HPQ,985456.0,29869171.36,5.37
2021-03-19,PRNT,KAISER ALUMINUM CORP,KALU,46030.0,5215659.3,0.94
2021-03-19,PRNT,KONINKLIJKE DSM NV,DSM,3625.0,613682.12,0.11
2021-03-19,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,39556.0,4967046.92,0.89
